,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
3513,...(......((((.....))))......................((.((((..(((.(......))))))))))(((((...)))))..).........,4,91,1,0.3,0.4444444444444444,0.0,0,0.7894736842105263,0,1,1
3514,(.........((((.....))))......................((.((((..(((.(......))))))))))(((((...))))).....)......,1,94,1,0.5,0.4444444444444444,0.0,0,0.8245614035087719,0,1,1
3515,..........((((.....))))................(...).((.((((..(((.(......))))))))))(((((...)))))............,40,44,1,0.4,0.2222222222222222,0.0,0,0.912280701754386,1,0,1
3516,..........((((.....))))...(......)...........((.((((..(((.(......))))))))))(((((...)))))............,27,34,0,0.2,0.2222222222222222,0.0,0,1.0,1,0,1
3517,((........((((.....))))......................((.((((..(((.(......))))))))))(((((...)))))....))......,1,94,1,0.1111111111111111,0.375,0.375,1,0.0,0,1,1
3518,.(.......(((((.....))))).....................((.((((..(((.(......))))))))))(((((...)))))....).......,10,24,1,0.3333333333333333,0.125,0.375,1,0.3142857142857143,0,0,1
3519,.(..(.....((((.....))))......................((.((((..(((.(......))))))))))(((((...))))).)..).......,5,90,1,0.2222222222222222,0.375,0.375,0,0.5,0,1,1
3520,.(.(......((((.....))))......................((.((((..(((.(......))))))))))(((((...)))))..).).......,4,91,1,0.1111111111111111,0.375,0.375,0,0.6142857142857143,0,1,1
3521,.(........((((.....))))...............(.....)((.((((..(((.(......))))))))))(((((...)))))....).......,39,45,0,0.6666666666666666,0.25,0.375,0,0.7571428571428571,1,0,1
3522,.(........((((.....))))..(........)..........((.((((..(((.(......))))))))))(((((...)))))....).......,26,35,0,0.4444444444444444,0.25,0.375,0,0.8,1,0,1
3523,.(........((((.....))))................(...).((.((((..(((.(......))))))))))(((((...)))))....).......,40,44,0,0.7777777777777778,0.25,0.375,0,0.9285714285714286,1,0,1
3524,.(........((((.....))))...(......)...........((.((((..(((.(......))))))))))(((((...)))))....).......,27,34,0,0.5555555555555556,0.25,0.375,0,1.0,1,0,1
3525,((.......(((((.....))))).....................((.((((..(((.(......))))))))))(((((...)))))....))......,10,24,1,0.375,0.14285714285714285,0.2857142857142857,1,0.0,0,0,1
3526,((..(.....((((.....))))......................((.((((..(((.(......))))))))))(((((...))))).)..))......,5,90,1,0.25,0.2857142857142857,0.2857142857142857,0,0.2708333333333333,0,1,1
3527,((.(......((((.....))))......................((.((((..(((.(......))))))))))(((((...)))))..).))......,4,91,1,0.125,0.2857142857142857,0.2857142857142857,0,0.4375,0,1,1
3528,((........((((.....))))...............(.....)((.((((..(((.(......))))))))))(((((...)))))....))......,39,45,1,0.75,0.2857142857142857,0.2857142857142857,0,0.6458333333333333,1,0,1
3529,((........((((.....))))..(........)..........((.((((..(((.(......))))))))))(((((...)))))....))......,26,35,1,0.5,0.2857142857142857,0.2857142857142857,0,0.7083333333333333,1,0,1
3530,((........((((.....))))................(...).((.((((..(((.(......))))))))))(((((...)))))....))......,40,44,1,0.875,0.2857142857142857,0.2857142857142857,0,0.8958333333333333,1,0,1
3531,((........((((.....))))...(......)...........((.((((..(((.(......))))))))))(((((...)))))....))......,27,34,1,0.625,0.2857142857142857,0.2857142857142857,0,1.0,1,0,1
3532,((........((((.....))))..((......))..........((.((((..(((.(......))))))))))(((((...)))))....))......,27,34,1,0.14285714285714285,0.16666666666666666,0.16666666666666666,1,0.0,1,0,1
3533,((.......(((((.....))))).(........)..........((.((((..(((.(......))))))))))(((((...)))))....))......,10,24,1,0.14285714285714285,0.16666666666666666,0.16666666666666666,1,0.1568627450980392,0,0,1
3534,((..(.....((((.....))))..(........)..........((.((((..(((.(......))))))))))(((((...))))).)..))......,5,90,1,0.2857142857142857,0.3333333333333333,0.16666666666666666,0,0.4117647058823529,0,1,1
3535,((.(......((((.....))))..(........)..........((.((((..(((.(......))))))))))(((((...)))))..).))......,4,91,1,0.42857142857142855,0.3333333333333333,0.16666666666666666,0,0.5686274509803921,0,1,1
3536,((........((((.....))))..(........)...(.....)((.((((..(((.(......))))))))))(((((...)))))....))......,39,45,1,0.2857142857142857,0.3333333333333333,0.16666666666666666,0,0.7647058823529411,1,0,1
3537,((........((((.....))))..(........)....(...).((.((((..(((.(......))))))))))(((((...)))))....))......,40,44,0,0.42857142857142855,0.3333333333333333,0.16666666666666666,0,1.0,1,0,1
3538,((.......(((((.....))))).((......))..........((.((((..(((.(......))))))))))(((((...)))))....))......,10,24,1,0.16666666666666666,0.2,0.0,1,0.0,0,0,1
3539,((..(.....((((.....))))..((......))..........((.((((..(((.(......))))))))))(((((...))))).)..))......,5,90,1,0.3333333333333333,0.4,0.0,0,0.3023255813953488,0,1,1
3540,((.(......((((.....))))..((......))..........((.((((..(((.(......))))))))))(((((...)))))..).))......,4,91,1,0.5,0.4,0.0,0,0.4883720930232558,0,1,1
3541,((........((((.....))))..((......))...(.....)((.((((..(((.(......))))))))))(((((...)))))....))......,39,45,1,0.16666666666666666,0.4,0.0,0,0.7209302325581395,1,0,1
3542,((........((((.....))))..((......))....(...).((.((((..(((.(......))))))))))(((((...)))))....))......,40,44,1,0.3333333333333333,0.4,0.0,0,1.0,1,0,1
3543,((..(....(((((.....))))).((......))..........((.((((..(((.(......))))))))))(((((...))))).)..))......,5,90,1,0.2,0.5,0.0,0,0.0,0,1,1
3544,((.(.....(((((.....))))).((......))..........((.((((..(((.(......))))))))))(((((...)))))..).))......,4,91,1,0.4,0.5,0.0,0,0.26666666666666666,0,1,1
3545,((.......(((((.....))))).((......))...(.....)((.((((..(((.(......))))))))))(((((...)))))....))......,39,45,1,0.2,0.5,0.0,0,0.6000000000000001,1,0,1
3546,((.......(((((.....))))).((......))....(...).((.((((..(((.(......))))))))))(((((...)))))....))......,40,44,1,0.4,0.5,0.0,0,1.0,1,0,1
3547,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....((((.(((...)))))))...,-4,-72,1,0.045454545454545456,0.19047619047619047,0.19047619047619047,1,0.0,0,0,0
3548,((((............(((....))).....(((..(((.(((........).)))))..)))........))))....((((.(((...)))))))...,-44,-51,0,0.45454545454545453,0.19047619047619047,0.19047619047619047,1,0.11940298507462688,1,0,0
3549,((((............(((....))).....(((..(((.((((......)).)))))..)))........)))).....(((.(((...))))))....,-80,-97,0,0.5,0.19047619047619047,0.19047619047619047,1,0.11940298507462688,0,0,0
3550,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....((((.((.....))))))...,-87,-91,0,0.7727272727272727,0.19047619047619047,0.19047619047619047,1,0.35820895522388063,0,1,0
3551,((((............(((....))).....(((..((..((((......)).)).))..)))........))))....((((.(((...)))))))...,-39,-56,1,0.2727272727272727,0.2857142857142857,0.19047619047619047,1,0.4029850746268657,1,0,0
3552,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....((((..((...)).))))...,-85,-93,0,0.6818181818181818,0.2857142857142857,0.19047619047619047,1,0.4029850746268657,0,1,0
3553,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....(((..(((...))).)))...,-83,-94,0,0.6363636363636364,0.3333333333333333,0.19047619047619047,1,0.41791044776119407,0,1,0
3554,.(((............(((....))).....(((..(((.((((......)).)))))..)))........))).....((((.(((...)))))))...,-1,-75,1,0.18181818181818182,0.19047619047619047,0.19047619047619047,1,0.4328358208955224,1,0,0
3555,((((............(((....))).....((...(((.((((......)).)))))...))........))))....((((.(((...)))))))...,-34,-61,1,0.13636363636363635,0.23809523809523808,0.19047619047619047,1,0.4328358208955224,0,0,0
3556,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....(.((.(((...))))).)...,-81,-96,0,0.5454545454545454,0.23809523809523808,0.19047619047619047,0,0.4776119402985075,0,1,0
3557,((((............(((....)))......((..(((.((((......)).)))))..)).........))))....((((.(((...)))))))...,-32,-63,1,0.045454545454545456,0.14285714285714285,0.19047619047619047,1,0.5074626865671642,0,0,0
3558,((((............(((....))).....(((...((.((((......)).))))...)))........))))....((((.(((...)))))))...,-37,-58,1,0.18181818181818182,0.2857142857142857,0.19047619047619047,1,0.5074626865671642,1,0,0
3559,((((............(((....))).....(((..(((.((.(......)..)))))..)))........))))....((((.(((...)))))))...,-43,-52,0,0.4090909090909091,0.23809523809523808,0.19047619047619047,1,0.5522388059701493,0,0,0
3560,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....((.(.(((...)))).))...,-82,-95,0,0.5909090909090909,0.2857142857142857,0.19047619047619047,0,0.5522388059701493,0,1,0
3561,((.(............(((....))).....(((..(((.((((......)).)))))..)))........).))....((((.(((...)))))))...,-3,-73,1,0.09090909090909091,0.19047619047619047,0.19047619047619047,0,0.5970149253731344,1,0,0
3562,((((............(((....))).....(((..(((..(((......)).).)))..)))........))))....((((.(((...)))))))...,-41,-55,0,0.3181818181818182,0.3333333333333333,0.19047619047619047,1,0.6119402985074627,1,0,0
3563,((((............(((....))).....(((..(.(.((((......)).))).)..)))........))))....((((.(((...)))))))...,-38,-57,0,0.22727272727272727,0.2857142857142857,0.19047619047619047,0,0.6417910447761195,1,0,0
3564,((((............(((....))).....(.(..(((.((((......)).)))))..).)........))))....((((.(((...)))))))...,-33,-62,0,0.09090909090909091,0.19047619047619047,0.19047619047619047,0,0.7164179104477613,0,0,0
3565,((((............(((....))).....(((..(((.(.((......))..))))..)))........))))....((((.(((...)))))))...,-42,-54,0,0.36363636363636365,0.2857142857142857,0.19047619047619047,1,0.746268656716418,0,0,0
3566,((((............(((....))).....(((..(((.((((......)).)))))..)))........))))....((((.(.(...).)))))...,-86,-92,0,0.7272727272727273,0.23809523809523808,0.19047619047619047,0,0.9104477611940299,0,0,0
3567,(.((............(((....))).....(((..(((.((((......)).)))))..)))........)).)....((((.(((...)))))))...,-2,-74,1,0.13636363636363635,0.19047619047619047,0.19047619047619047,0,1.0,1,1,0
3568,(((.............(((....))).....(((..(((.(((........).)))))..))).........)))....((((.(((...)))))))...,-44,-51,0,0.47619047619047616,0.2,0.15,1,0.0,1,0,0
3569,(((.............(((....))).....(((..(((.((((......)).)))))..))).........))).....(((.(((...))))))....,-80,-97,0,0.5238095238095238,0.2,0.15,1,0.0,0,0,0
3570,((..............(((....))).....(((..(((.((((......)).)))))..)))..........))....((((.(((...)))))))...,-3,-73,1,0.047619047619047616,0.15,0.15,1,0.06779661016949154,1,0,0
3571,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....((((.((.....))))))...,-87,-91,0,0.8095238095238095,0.2,0.15,1,0.2711864406779661,0,1,0
3572,(((.............(((....))).....(((..((..((((......)).)).))..))).........)))....((((.(((...)))))))...,-39,-56,1,0.2857142857142857,0.3,0.15,1,0.3220338983050847,1,0,0
3573,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....((((..((...)).))))...,-85,-93,0,0.7142857142857143,0.3,0.15,1,0.3220338983050847,0,1,0
3574,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....(((..(((...))).)))...,-83,-94,0,0.6666666666666666,0.35,0.15,1,0.3389830508474576,0,1,0
3575,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....((((.(((...)))))))...,-1,-75,1,0.14285714285714285,0.15,0.15,1,0.35593220338983045,1,0,0
3576,(((.............(((....))).....((...(((.((((......)).)))))...)).........)))....((((.(((...)))))))...,-34,-61,1,0.14285714285714285,0.25,0.15,1,0.35593220338983045,0,0,0
3577,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....(.((.(((...))))).)...,-81,-96,0,0.5714285714285714,0.25,0.15,0,0.4067796610169492,0,1,0
3578,(((.............(((....)))......((..(((.((((......)).)))))..))..........)))....((((.(((...)))))))...,-32,-63,1,0.047619047619047616,0.15,0.15,1,0.44067796610169485,0,0,0
3579,(((.............(((....))).....(((...((.((((......)).))))...))).........)))....((((.(((...)))))))...,-37,-58,1,0.19047619047619047,0.3,0.15,1,0.44067796610169485,1,0,0
3580,(((.............(((....))).....(((..(((.((.(......)..)))))..))).........)))....((((.(((...)))))))...,-43,-52,0,0.42857142857142855,0.25,0.15,1,0.4915254237288136,0,0,0
3581,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....((.(.(((...)))).))...,-82,-95,0,0.6190476190476191,0.3,0.15,0,0.4915254237288136,0,1,0
3582,(((.............(((....))).....(((..(((..(((......)).).)))..))).........)))....((((.(((...)))))))...,-41,-55,0,0.3333333333333333,0.35,0.15,1,0.559322033898305,1,0,0
3583,(((.............(((....))).....(((..(.(.((((......)).))).)..))).........)))....((((.(((...)))))))...,-38,-57,0,0.23809523809523808,0.3,0.15,0,0.5932203389830508,1,0,0
3584,(((.............(((....))).....(.(..(((.((((......)).)))))..).).........)))....((((.(((...)))))))...,-33,-62,0,0.09523809523809523,0.2,0.15,0,0.6779661016949152,0,0,0
3585,(((.............(((....))).....(((..(((.(.((......))..))))..))).........)))....((((.(((...)))))))...,-42,-54,0,0.38095238095238093,0.3,0.15,1,0.711864406779661,0,0,0
3586,(((.............(((....))).....(((..(((.((((......)).)))))..))).........)))....((((.(.(...).)))))...,-86,-92,0,0.7619047619047619,0.25,0.15,0,0.8983050847457628,0,0,0
3587,(.(.............(((....))).....(((..(((.((((......)).)))))..))).........).)....((((.(((...)))))))...,-2,-74,1,0.09523809523809523,0.15,0.15,0,1.0,1,1,0
3588,.((.............(((....))).....(((..(((.(((........).)))))..))).........)).....((((.(((...)))))))...,-44,-51,0,0.6,0.21052631578947367,0.10526315789473684,1,0.0,1,0,0
3589,.((.............(((....))).....(((..(((.((((......)).)))))..))).........))......(((.(((...))))))....,-80,-97,0,0.65,0.21052631578947367,0.10526315789473684,1,0.0,0,0,0
3590,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....((((.(((...)))))))...,-3,-73,1,0.1,0.10526315789473684,0.10526315789473684,1,0.07547169811320753,1,0,0
3591,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....((((.((.....))))))...,-87,-91,0,0.95,0.21052631578947367,0.10526315789473684,1,0.3018867924528302,0,1,0
3592,.((.............(((....))).....(((..((..((((......)).)).))..))).........)).....((((.(((...)))))))...,-39,-56,1,0.4,0.3157894736842105,0.10526315789473684,1,0.3584905660377358,1,0,0
3593,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....((((..((...)).))))...,-85,-93,0,0.85,0.3157894736842105,0.10526315789473684,1,0.3584905660377358,0,1,0
3594,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....(((..(((...))).)))...,-83,-94,0,0.8,0.3684210526315789,0.10526315789473684,1,0.3773584905660377,0,1,0
3595,.((.............(((....))).....((...(((.((((......)).)))))...)).........)).....((((.(((...)))))))...,-34,-61,1,0.25,0.2631578947368421,0.10526315789473684,1,0.3962264150943396,0,0,0
3596,..(.............(((....))).....(((..(((.((((......)).)))))..))).........)......((((.(((...)))))))...,-2,-74,1,0.05,0.10526315789473684,0.10526315789473684,1,0.4150943396226415,1,1,0
3597,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....(.((.(((...))))).)...,-81,-96,0,0.7,0.2631578947368421,0.10526315789473684,0,0.45283018867924524,0,1,0
3598,.((.............(((....)))......((..(((.((((......)).)))))..))..........)).....((((.(((...)))))))...,-32,-63,1,0.15,0.15789473684210525,0.10526315789473684,1,0.490566037735849,0,0,0
3599,.((.............(((....))).....(((...((.((((......)).))))...))).........)).....((((.(((...)))))))...,-37,-58,1,0.3,0.3157894736842105,0.10526315789473684,1,0.490566037735849,1,0,0
3600,.((.............(((....))).....(((..(((.((.(......)..)))))..))).........)).....((((.(((...)))))))...,-43,-52,0,0.55,0.2631578947368421,0.10526315789473684,1,0.5471698113207548,0,0,0
3601,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....((.(.(((...)))).))...,-82,-95,0,0.75,0.3157894736842105,0.10526315789473684,0,0.5471698113207548,0,1,0
3602,.((.............(((....))).....(((..(((..(((......)).).)))..))).........)).....((((.(((...)))))))...,-41,-55,0,0.45,0.3684210526315789,0.10526315789473684,1,0.6226415094339623,1,0,0
3603,.((.............(((....))).....(((..(.(.((((......)).))).)..))).........)).....((((.(((...)))))))...,-38,-57,0,0.35,0.3157894736842105,0.10526315789473684,0,0.6603773584905661,1,0,0
3604,.((.............(((....))).....(.(..(((.((((......)).)))))..).).........)).....((((.(((...)))))))...,-33,-62,0,0.2,0.21052631578947367,0.10526315789473684,0,0.7547169811320755,0,0,0
3605,.((.............(((....))).....(((..(((.(.((......))..))))..))).........)).....((((.(((...)))))))...,-42,-54,0,0.5,0.3157894736842105,0.10526315789473684,1,0.7924528301886793,0,0,0
3606,.((.............(((....))).....(((..(((.((((......)).)))))..))).........)).....((((.(.(...).)))))...,-86,-92,0,0.9,0.2631578947368421,0.10526315789473684,0,1.0,0,0,0
3607,................(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,-2,-74,1,0.1,0.05263157894736842,0.05263157894736842,0,0.0,1,1,0
3608,.(..............(((....))).....(((..(((.(((........).)))))..)))..........).....((((.(((...)))))))...,-44,-51,0,0.5,0.21052631578947367,0.05263157894736842,1,0.4903846153846154,1,0,0
3609,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........)......(((.(((...))))))....,-80,-97,0,0.55,0.21052631578947367,0.05263157894736842,1,0.4903846153846154,0,0,0
3610,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....((((.((.....))))))...,-87,-91,0,0.85,0.21052631578947367,0.05263157894736842,1,0.6442307692307693,0,1,0
3611,.(..............(((....))).....(((..((..((((......)).)).))..)))..........).....((((.(((...)))))))...,-39,-56,1,0.3,0.3157894736842105,0.05263157894736842,1,0.6730769230769231,1,0,0
3612,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....((((..((...)).))))...,-85,-93,0,0.75,0.3157894736842105,0.05263157894736842,1,0.6730769230769231,0,1,0
3613,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....(((..(((...))).)))...,-83,-94,0,0.7,0.3684210526315789,0.05263157894736842,1,0.6826923076923077,0,1,0
3614,.(..............(((....))).....((...(((.((((......)).)))))...))..........).....((((.(((...)))))))...,-34,-61,1,0.15,0.2631578947368421,0.05263157894736842,1,0.6923076923076923,0,0,0
3615,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....(.((.(((...))))).)...,-81,-96,0,0.6,0.2631578947368421,0.05263157894736842,0,0.7211538461538463,0,1,0
3616,.(..............(((....)))......((..(((.((((......)).)))))..))...........).....((((.(((...)))))))...,-32,-63,1,0.05,0.15789473684210525,0.05263157894736842,1,0.7403846153846154,0,0,0
3617,.(..............(((....))).....(((...((.((((......)).))))...)))..........).....((((.(((...)))))))...,-37,-58,1,0.2,0.3157894736842105,0.05263157894736842,1,0.7403846153846154,1,0,0
3618,.(..............(((....))).....(((..(((.((.(......)..)))))..)))..........).....((((.(((...)))))))...,-43,-52,0,0.45,0.2631578947368421,0.05263157894736842,1,0.7692307692307693,0,0,0
3619,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....((.(.(((...)))).))...,-82,-95,0,0.65,0.3157894736842105,0.05263157894736842,0,0.7692307692307693,0,1,0
3620,.((..........)..(((....))).....(((..(((.((((......)).)))))..)))..........).....((((.(((...)))))))...,3,14,0,0.05,0.05263157894736842,0.05263157894736842,0,0.7980769230769231,1,0,1
3621,.(..............(((....))).....(((..(((..(((......)).).)))..)))..........).....((((.(((...)))))))...,-41,-55,0,0.35,0.3684210526315789,0.05263157894736842,1,0.8076923076923077,1,0,0
3622,.(..............(((....))).....(((..(.(.((((......)).))).)..)))..........).....((((.(((...)))))))...,-38,-57,0,0.25,0.3157894736842105,0.05263157894736842,0,0.826923076923077,1,0,0
3623,.(..............(((....))).....(.(..(((.((((......)).)))))..).)..........).....((((.(((...)))))))...,-33,-62,0,0.1,0.21052631578947367,0.05263157894736842,0,0.875,0,0,0
3624,.(..............(((....))).....(((..(((.(.((......))..))))..)))..........).....((((.(((...)))))))...,-42,-54,0,0.4,0.3157894736842105,0.05263157894736842,1,0.8942307692307693,0,0,0
3625,.(..............(((....))).....(((..(((.((((......)).)))))..)))..........).....((((.(.(...).)))))...,-86,-92,0,0.8,0.2631578947368421,0.05263157894736842,0,1.0,0,0,0
3626,................(((....))).....(((..(((.(((........).)))))..)))................((((.(((...)))))))...,-44,-51,0,0.5238095238095238,0.2,0.0,1,0.0,1,0,0
3627,................(((....))).....(((..(((.((((......)).)))))..))).................(((.(((...))))))....,-80,-97,0,0.5714285714285714,0.2,0.0,1,0.0,0,0,0
3628,................(((....))).....(((..(((.((((......)).)))))..)))................((((.((.....))))))...,-87,-91,0,0.8571428571428571,0.2,0.0,1,0.3018867924528302,0,1,0
3629,................(((....))).....(((..((..((((......)).)).))..)))................((((.(((...)))))))...,-39,-56,1,0.3333333333333333,0.3,0.0,1,0.3584905660377358,1,0,0
3630,................(((....))).....(((..(((.((((......)).)))))..)))................((((..((...)).))))...,-85,-93,0,0.7619047619047619,0.3,0.0,1,0.3584905660377358,0,1,0
3631,................(((....))).....(((..(((.((((......)).)))))..)))................(((..(((...))).)))...,-83,-94,0,0.7142857142857143,0.35,0.0,1,0.3773584905660377,0,1,0
3632,................(((....))).....((...(((.((((......)).)))))...))................((((.(((...)))))))...,-34,-61,1,0.19047619047619047,0.25,0.0,1,0.3962264150943396,0,0,0
3633,................(((....))).....(((..(((.((((......)).)))))..)))................(.((.(((...))))).)...,-81,-96,0,0.6190476190476191,0.25,0.0,0,0.45283018867924524,0,1,0
3634,................(((....)))......((..(((.((((......)).)))))..)).................((((.(((...)))))))...,-32,-63,1,0.09523809523809523,0.15,0.0,1,0.490566037735849,0,0,0
3635,................(((....))).....(((...((.((((......)).))))...)))................((((.(((...)))))))...,-37,-58,1,0.23809523809523808,0.3,0.0,1,0.490566037735849,1,0,0
3636,................(((....))).....(((..(((.((.(......)..)))))..)))................((((.(((...)))))))...,-43,-52,0,0.47619047619047616,0.25,0.0,1,0.5471698113207548,0,0,0
3637,................(((....))).....(((..(((.((((......)).)))))..)))................((.(.(((...)))).))...,-82,-95,0,0.6666666666666666,0.3,0.0,0,0.5471698113207548,0,1,0
3638,.(............).(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,2,15,1,0.047619047619047616,0.15,0.0,0,0.6037735849056605,1,0,1
3639,................(((....))).....(((..(((..(((......)).).)))..)))................((((.(((...)))))))...,-41,-55,0,0.38095238095238093,0.35,0.0,1,0.6226415094339623,1,0,0
3640,................(((....))).....(((..(.(.((((......)).))).)..)))................((((.(((...)))))))...,-38,-57,0,0.2857142857142857,0.3,0.0,0,0.6603773584905661,1,0,0
3641,(..............)(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,1,16,1,0.09523809523809523,0.15,0.0,0,0.679245283018868,1,0,1
3642,................(((....))).....(.(..(((.((((......)).)))))..).)................((((.(((...)))))))...,-33,-62,0,0.14285714285714285,0.2,0.0,0,0.7547169811320755,0,0,0
3643,..(..........)..(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,3,14,1,0.047619047619047616,0.15,0.0,0,0.7735849056603774,1,0,1
3644,................(((....))).....(((..(((.(.((......))..))))..)))................((((.(((...)))))))...,-42,-54,0,0.42857142857142855,0.3,0.0,1,0.7924528301886793,0,0,0
3645,................(((....))).....(((..(((.((((......)).)))))..)))................((((.(.(...).)))))...,-86,-92,0,0.8095238095238095,0.25,0.0,0,1.0,0,0,0
3646,((............))(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,1,16,1,0.05,0.10526315789473684,0.10526315789473684,1,0.0,1,0,1
3647,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,3,14,1,0.05,0.10526315789473684,0.10526315789473684,1,0.08510638297872344,1,0,1
3648,.(............).(((....))).....(((..(((.(((........).)))))..)))................((((.(((...)))))))...,-44,-51,0,0.55,0.21052631578947367,0.10526315789473684,1,0.43617021276595747,1,0,0
3649,.(............).(((....))).....(((..(((.((((......)).)))))..))).................(((.(((...))))))....,-80,-97,0,0.6,0.21052631578947367,0.10526315789473684,1,0.43617021276595747,0,0,0
3650,.(............).(((....))).....(((..(((.((((......)).)))))..)))................((((.((.....))))))...,-87,-91,0,0.9,0.21052631578947367,0.10526315789473684,1,0.6063829787234043,0,1,0
3651,.(............).(((....))).....(((..((..((((......)).)).))..)))................((((.(((...)))))))...,-39,-56,1,0.35,0.3157894736842105,0.10526315789473684,1,0.6382978723404256,1,0,0
3652,.(............).(((....))).....(((..(((.((((......)).)))))..)))................((((..((...)).))))...,-85,-93,0,0.8,0.3157894736842105,0.10526315789473684,1,0.6382978723404256,0,1,0
3653,.(............).(((....))).....(((..(((.((((......)).)))))..)))................(((..(((...))).)))...,-83,-94,0,0.75,0.3684210526315789,0.10526315789473684,1,0.6489361702127661,0,1,0
3654,.(............).(((....))).....((...(((.((((......)).)))))...))................((((.(((...)))))))...,-34,-61,1,0.2,0.2631578947368421,0.10526315789473684,1,0.6595744680851064,0,0,0
3655,.(............).(((....))).....(((..(((.((((......)).)))))..)))................(.((.(((...))))).)...,-81,-96,0,0.65,0.2631578947368421,0.10526315789473684,0,0.6914893617021277,0,1,0
3656,.(............).(((....)))......((..(((.((((......)).)))))..)).................((((.(((...)))))))...,-32,-63,1,0.1,0.15789473684210525,0.10526315789473684,1,0.7127659574468086,0,0,0
3657,.(............).(((....))).....(((...((.((((......)).))))...)))................((((.(((...)))))))...,-37,-58,1,0.25,0.3157894736842105,0.10526315789473684,1,0.7127659574468086,1,0,0
3658,.(............).(((....))).....(((..(((.((.(......)..)))))..)))................((((.(((...)))))))...,-43,-52,0,0.5,0.2631578947368421,0.10526315789473684,1,0.7446808510638299,0,0,0
3659,.(............).(((....))).....(((..(((.((((......)).)))))..)))................((.(.(((...)))).))...,-82,-95,0,0.7,0.3157894736842105,0.10526315789473684,0,0.7446808510638299,0,1,0
3660,.(............).(((....))).....(((..(((..(((......)).).)))..)))................((((.(((...)))))))...,-41,-55,0,0.4,0.3684210526315789,0.10526315789473684,1,0.7872340425531915,1,0,0
3661,.(............).(((....))).....(((..(.(.((((......)).))).)..)))................((((.(((...)))))))...,-38,-57,0,0.3,0.3157894736842105,0.10526315789473684,0,0.8085106382978724,1,0,0
3662,.(............).(((....))).....(.(..(((.((((......)).)))))..).)................((((.(((...)))))))...,-33,-62,0,0.15,0.21052631578947367,0.10526315789473684,0,0.8617021276595744,0,0,0
3663,.(............).(((....))).....(((..(((.(.((......))..))))..)))................((((.(((...)))))))...,-42,-54,0,0.45,0.3157894736842105,0.10526315789473684,1,0.8829787234042554,0,0,0
3664,.(............).(((....))).....(((..(((.((((......)).)))))..)))................((((.(.(...).)))))...,-86,-92,0,0.85,0.2631578947368421,0.10526315789473684,0,1.0,0,0,0
3665,(((..........)))(((....))).....(((..(((.((((......)).)))))..)))................((((.(((...)))))))...,1,16,1,0.05263157894736842,0.05555555555555555,0.05555555555555555,1,0.0,1,0,1
3666,.((..........)).(((....))).....(((..(((.(((........).)))))..)))................((((.(((...)))))))...,-44,-51,0,0.5263157894736842,0.2222222222222222,0.05555555555555555,1,0.43617021276595747,1,0,0
3667,.((..........)).(((....))).....(((..(((.((((......)).)))))..))).................(((.(((...))))))....,-80,-97,0,0.5789473684210527,0.2222222222222222,0.05555555555555555,1,0.43617021276595747,0,0,0
3668,.((..........)).(((....))).....(((..(((.((((......)).)))))..)))................((((.((.....))))))...,-87,-91,0,0.8947368421052632,0.2222222222222222,0.05555555555555555,1,0.6063829787234043,0,1,0
3669,.((..........)).(((....))).....(((..((..((((......)).)).))..)))................((((.(((...)))))))...,-39,-56,1,0.3157894736842105,0.3333333333333333,0.05555555555555555,1,0.6382978723404256,1,0,0
