,s,i,j,target,ijd,thisclose,lastclose,cd,en_pos,i_shift,j_shift,insert_or_delete
1312,..........((.((..(((((...........)..((.((....)).))....(((((..............))))).....))))...))))......,-39,-48,0,0.26666666666666666,0.35714285714285715,0.07142857142857142,0,0.7222222222222223,0,1,0
1313,..........((.((..(((((...........)..(((.(....).)))....(((((..............))))).....))))...))))......,-40,-47,0,0.3333333333333333,0.35714285714285715,0.07142857142857142,0,0.7222222222222223,0,0,0
1314,..........((.((..((.((...........)..(((((....)))))....(((((..............))))).....).))...))))......,-20,-85,0,0.13333333333333333,0.2857142857142857,0.07142857142857142,0,0.8888888888888888,1,0,0
1315,..........((.((..(((((...........)..(.(((....))).)....(((((..............))))).....))))...))))......,-38,-49,0,0.2,0.35714285714285715,0.07142857142857142,0,0.8888888888888888,0,1,0
1316,..........((.((..(.(((...........)..(((((....)))))....(((((..............))))).....)).)...))))......,-19,-86,0,0.2,0.2857142857142857,0.07142857142857142,0,1.0,1,0,0
1317,..........((.((..((((((.........))...((((....)))).....(((((..............))))).....))))...))))......,-37,-50,0,0.07142857142857142,0.38461538461538464,0.0,1,0.0,0,1,0
1318,..........((.((..(((.((.........))..(((((....)))))....(((((..............)))))......)))...))))......,-21,-84,1,0.07142857142857142,0.3076923076923077,0.0,1,0.12727272727272726,1,0,0
1319,..........((.(...((((((.........))..(((((....)))))....(((((..............))))).....))))....)))......,-15,-91,0,0.35714285714285715,0.38461538461538464,0.0,1,0.14545454545454545,1,1,0
1320,..........((.((..((((((.........))..((((......))))....(((((..............))))).....))))...))))......,-41,-46,0,0.35714285714285715,0.38461538461538464,0.0,1,0.21818181818181814,0,0,0
1321,..........((..(..((((((.........))..(((((....)))))....(((((..............))))).....))))...).))......,-14,-92,0,0.42857142857142855,0.3076923076923077,0.0,1,0.23636363636363633,0,1,0
1322,...........(.((..((((((.........))..(((((....)))))....(((((..............))))).....))))...))).......,-11,-94,0,0.5714285714285714,0.3076923076923077,0.0,1,0.2545454545454545,0,0,0
1323,..........((.((...(((((.........))..(((((....)))))....(((((..............))))).....)))....))))......,-18,-87,0,0.2857142857142857,0.38461538461538464,0.0,1,0.32727272727272727,0,0,0
1324,..........(..((..((((((.........))..(((((....)))))....(((((..............))))).....))))...)).)......,-12,-93,0,0.5,0.3076923076923077,0.0,1,0.4,0,1,0
1325,..........((.((..((((((.........))..((.((....)).))....(((((..............))))).....))))...))))......,-39,-48,0,0.21428571428571427,0.38461538461538464,0.0,0,0.5454545454545454,0,1,0
1326,..........((.((..((((((.........))..(((.(....).)))....(((((..............))))).....))))...))))......,-40,-47,0,0.2857142857142857,0.38461538461538464,0.0,0,0.5454545454545454,0,0,0
1327,..........((.((..((.(((.........))..(((((....)))))....(((((..............))))).....).))...))))......,-20,-85,0,0.14285714285714285,0.3076923076923077,0.0,0,0.8181818181818181,1,0,0
1328,..........((.((..((((((.........))..(.(((....))).)....(((((..............))))).....))))...))))......,-38,-49,0,0.14285714285714285,0.38461538461538464,0.0,0,0.8181818181818181,0,1,0
1329,..........((.((..(.((((.........))..(((((....)))))....(((((..............))))).....)).)...))))......,-19,-86,0,0.21428571428571427,0.3076923076923077,0.0,0,1.0,1,0,0
1330,..........((.((..((((((.........))).(((((....)))))....(((((..............)))))......)))...))))......,21,35,1,0.07142857142857142,0.07692307692307693,0.23076923076923078,1,0.0,1,0,1
1331,..........((.((..(((.((.........))...((((....)))).....(((((..............)))))......)))...))))......,-37,-50,0,0.07142857142857142,0.38461538461538464,0.23076923076923078,1,0.5,0,1,0
1332,..........((.(...(((.((.........))..(((((....)))))....(((((..............)))))......)))....)))......,-15,-91,0,0.35714285714285715,0.38461538461538464,0.23076923076923078,1,0.5727272727272728,1,1,0
1333,..........((.((..(((.((.........))..((((......))))....(((((..............)))))......)))...))))......,-41,-46,0,0.35714285714285715,0.38461538461538464,0.23076923076923078,1,0.6090909090909091,0,0,0
1334,..........((..(..(((.((.........))..(((((....)))))....(((((..............)))))......)))...).))......,-14,-92,0,0.42857142857142855,0.3076923076923077,0.23076923076923078,1,0.6181818181818182,0,1,0
1335,...........(.((..(((.((.........))..(((((....)))))....(((((..............)))))......)))...))).......,-11,-94,0,0.5714285714285714,0.3076923076923077,0.23076923076923078,1,0.6272727272727272,0,0,0
1336,..........((.((...((.((.........))..(((((....)))))....(((((..............)))))......))....))))......,-18,-87,0,0.2857142857142857,0.3076923076923077,0.23076923076923078,1,0.6636363636363636,0,0,0
1337,..........((.((..((..((.........))..(((((....)))))....(((((..............))))).......))...))))......,-20,-85,0,0.14285714285714285,0.23076923076923078,0.23076923076923078,1,0.6909090909090909,1,0,0
1338,..........(..((..(((.((.........))..(((((....)))))....(((((..............)))))......)))...)).)......,-12,-93,0,0.5,0.3076923076923077,0.23076923076923078,1,0.7,0,1,0
1339,..........((.((..(((.((.........))..((.((....)).))....(((((..............)))))......)))...))))......,-39,-48,0,0.21428571428571427,0.38461538461538464,0.23076923076923078,0,0.7727272727272727,0,1,0
1340,..........((.((..(((.((.........))..(((.(....).)))....(((((..............)))))......)))...))))......,-40,-47,0,0.2857142857142857,0.38461538461538464,0.23076923076923078,0,0.7727272727272727,0,0,0
1341,..........((.((..(((.((.........))..(.(((....))).)....(((((..............)))))......)))...))))......,-38,-49,0,0.14285714285714285,0.38461538461538464,0.23076923076923078,0,0.9090909090909091,0,1,0
1342,..........((.((..(.(.((.........))..(((((....)))))....(((((..............)))))......).)...))))......,-19,-86,0,0.21428571428571427,0.23076923076923078,0.23076923076923078,0,1.0,1,0,0
1343,..........((.((..((((((.........)))..((((....)))).....(((((..............)))))......)))...))))......,-37,-50,0,0.07692307692307693,0.4166666666666667,0.0,1,0.0,0,1,0
1344,..........((.(...((((((.........))).(((((....)))))....(((((..............)))))......)))....)))......,-15,-91,0,0.3076923076923077,0.4166666666666667,0.0,1,0.14545454545454545,1,1,0
1345,..........((.((..((((((.........))).((((......))))....(((((..............)))))......)))...))))......,-41,-46,0,0.38461538461538464,0.4166666666666667,0.0,1,0.21818181818181814,0,0,0
1346,..........((..(..((((((.........))).(((((....)))))....(((((..............)))))......)))...).))......,-14,-92,0,0.38461538461538464,0.3333333333333333,0.0,1,0.23636363636363633,0,1,0
1347,...........(.((..((((((.........))).(((((....)))))....(((((..............)))))......)))...))).......,-11,-94,0,0.5384615384615384,0.3333333333333333,0.0,1,0.2545454545454545,0,0,0
1348,..........((.((...(((((.........))).(((((....)))))....(((((..............)))))......))....))))......,-18,-87,0,0.23076923076923078,0.3333333333333333,0.0,1,0.32727272727272727,0,0,0
1349,..........((.((..((.(((.........))).(((((....)))))....(((((..............))))).......))...))))......,-20,-85,1,0.07692307692307693,0.25,0.0,1,0.38181818181818183,1,0,0
1350,..........(..((..((((((.........))).(((((....)))))....(((((..............)))))......)))...)).)......,-12,-93,0,0.46153846153846156,0.3333333333333333,0.0,1,0.4,0,1,0
1351,..........((.((..((((((.........))).((.((....)).))....(((((..............)))))......)))...))))......,-39,-48,0,0.23076923076923078,0.4166666666666667,0.0,0,0.5454545454545454,0,1,0
1352,..........((.((..((((((.........))).(((.(....).)))....(((((..............)))))......)))...))))......,-40,-47,0,0.3076923076923077,0.4166666666666667,0.0,0,0.5454545454545454,0,0,0
1353,..........((.((..((((((.........))).(.(((....))).)....(((((..............)))))......)))...))))......,-38,-49,0,0.15384615384615385,0.4166666666666667,0.0,0,0.8181818181818181,0,1,0
1354,..........((.((..(.((((.........))).(((((....)))))....(((((..............)))))......).)...))))......,-19,-86,0,0.15384615384615385,0.25,0.0,0,1.0,1,0,0
1355,..........((.((..((((((.........))))(((((....)))))....(((((..............))))).......))...))))......,20,36,1,0.07692307692307693,0.08333333333333333,0.16666666666666666,1,0.0,1,0,1
1356,..........((.((..((.(((.........)))..((((....)))).....(((((..............))))).......))...))))......,-37,-50,0,0.07692307692307693,0.4166666666666667,0.16666666666666666,1,0.4767441860465116,0,1,0
1357,..........((.(...((.(((.........))).(((((....)))))....(((((..............))))).......))....)))......,-15,-91,0,0.3076923076923077,0.4166666666666667,0.16666666666666666,1,0.5697674418604651,1,1,0
1358,..........((.((..((.(((.........))).((((......))))....(((((..............))))).......))...))))......,-41,-46,0,0.38461538461538464,0.4166666666666667,0.16666666666666666,1,0.6162790697674418,0,0,0
1359,..........((..(..((.(((.........))).(((((....)))))....(((((..............))))).......))...).))......,-14,-92,0,0.38461538461538464,0.3333333333333333,0.16666666666666666,1,0.627906976744186,0,1,0
1360,...........(.((..((.(((.........))).(((((....)))))....(((((..............))))).......))...))).......,-11,-94,0,0.5384615384615384,0.3333333333333333,0.16666666666666666,1,0.6395348837209303,0,0,0
1361,..........((.((..(..(((.........))).(((((....)))))....(((((..............)))))........)...))))......,-19,-86,0,0.15384615384615385,0.16666666666666666,0.16666666666666666,1,0.6627906976744187,1,0,0
1362,..........((.((...(.(((.........))).(((((....)))))....(((((..............))))).......)....))))......,-18,-87,0,0.23076923076923078,0.25,0.16666666666666666,1,0.686046511627907,0,0,0
1363,..........(..((..((.(((.........))).(((((....)))))....(((((..............))))).......))...)).)......,-12,-93,0,0.46153846153846156,0.3333333333333333,0.16666666666666666,1,0.7325581395348837,0,1,0
1364,..........((.((..((.(((.........))).((.((....)).))....(((((..............))))).......))...))))......,-39,-48,0,0.23076923076923078,0.4166666666666667,0.16666666666666666,0,0.8255813953488371,0,1,0
1365,..........((.((..((.(((.........))).(((.(....).)))....(((((..............))))).......))...))))......,-40,-47,0,0.3076923076923077,0.4166666666666667,0.16666666666666666,0,0.8255813953488371,0,0,0
1366,..........((.((..((.(((.........))).(.(((....))).)....(((((..............))))).......))...))))......,-38,-49,0,0.15384615384615385,0.4166666666666667,0.16666666666666666,0,1.0,0,1,0
1367,..........((.((..((((((.........)))).((((....)))).....(((((..............))))).......))...))))......,-37,-50,0,0.08333333333333333,0.45454545454545453,0.0,1,0.0,0,1,0
1368,..........((.(...((((((.........))))(((((....)))))....(((((..............))))).......))....)))......,-15,-91,0,0.25,0.45454545454545453,0.0,1,0.1777777777777778,1,1,0
1369,..........((.((..((((((.........))))((((......))))....(((((..............))))).......))...))))......,-41,-46,0,0.4166666666666667,0.45454545454545453,0.0,1,0.2666666666666667,0,0,0
1370,..........((..(..((((((.........))))(((((....)))))....(((((..............))))).......))...).))......,-14,-92,0,0.3333333333333333,0.36363636363636365,0.0,1,0.28888888888888886,0,1,0
1371,...........(.((..((((((.........))))(((((....)))))....(((((..............))))).......))...))).......,-11,-94,0,0.5,0.36363636363636365,0.0,1,0.3111111111111111,0,0,0
1372,..........((.((..(.((((.........))))(((((....)))))....(((((..............)))))........)...))))......,-19,-86,1,0.08333333333333333,0.18181818181818182,0.0,1,0.3555555555555555,1,0,0
1373,..........((.((...(((((.........))))(((((....)))))....(((((..............))))).......)....))))......,-18,-87,0,0.16666666666666666,0.2727272727272727,0.0,1,0.4,0,0,0
1374,..........(..((..((((((.........))))(((((....)))))....(((((..............))))).......))...)).)......,-12,-93,0,0.4166666666666667,0.36363636363636365,0.0,1,0.48888888888888893,0,1,0
1375,..........((.((..((((((.........))))((.((....)).))....(((((..............))))).......))...))))......,-39,-48,0,0.25,0.45454545454545453,0.0,0,0.6666666666666667,0,1,0
1376,..........((.((..((((((.........))))(((.(....).)))....(((((..............))))).......))...))))......,-40,-47,0,0.3333333333333333,0.45454545454545453,0.0,0,0.6666666666666667,0,0,0
1377,..........((.((..((((((.........))))(.(((....))).)....(((((..............))))).......))...))))......,-38,-49,0,0.16666666666666666,0.45454545454545453,0.0,0,1.0,0,1,0
1378,..........((.((....((((.........))))(((((....)))))....(((((..............)))))............))))......,-18,-87,1,0.09090909090909091,0.2,0.1,0,0.0,0,0,0
1379,..........((.((..(.((((.........)))).((((....)))).....(((((..............)))))........)...))))......,-37,-50,0,0.09090909090909091,0.5,0.1,1,0.48275862068965514,0,1,0
1380,..........((.(...(.((((.........))))(((((....)))))....(((((..............)))))........)....)))......,-15,-91,0,0.18181818181818182,0.5,0.1,1,0.5747126436781609,1,1,0
1381,..........((.((..(.((((.........))))((((......))))....(((((..............)))))........)...))))......,-41,-46,0,0.45454545454545453,0.5,0.1,1,0.6206896551724137,0,0,0
1382,..........((..(..(.((((.........))))(((((....)))))....(((((..............)))))........)...).))......,-14,-92,0,0.2727272727272727,0.4,0.1,1,0.632183908045977,0,1,0
1383,...........(.((..(.((((.........))))(((((....)))))....(((((..............)))))........)...))).......,-11,-94,0,0.45454545454545453,0.4,0.1,1,0.6436781609195402,0,0,0
1384,..........(..((..(.((((.........))))(((((....)))))....(((((..............)))))........)...)).)......,-12,-93,0,0.36363636363636365,0.4,0.1,1,0.735632183908046,0,1,0
1385,..........((.((..(.((((.........))))((.((....)).))....(((((..............)))))........)...))))......,-39,-48,0,0.2727272727272727,0.5,0.1,0,0.8275862068965517,0,1,0
1386,..........((.((..(.((((.........))))(((.(....).)))....(((((..............)))))........)...))))......,-40,-47,0,0.36363636363636365,0.5,0.1,0,0.8275862068965517,0,0,0
1387,..........((.((..(.((((.........))))(.(((....))).)....(((((..............)))))........)...))))......,-38,-49,0,0.18181818181818182,0.5,0.1,0,1.0,0,1,0
1388,..........((.((....((((.........)))).((((....)))).....(((((..............)))))............))))......,-37,-50,1,0.09090909090909091,0.5,0.1,1,0.0,0,1,0
1389,..........((.(.....((((.........))))(((((....)))))....(((((..............))))).............)))......,-15,-91,0,0.09090909090909091,0.4,0.1,1,0.04444444444444445,1,1,0
1390,..........((.((....((((.........))))((((......))))....(((((..............)))))............))))......,-41,-46,0,0.45454545454545453,0.5,0.1,1,0.2666666666666667,0,0,0
1391,..........((..(....((((.........))))(((((....)))))....(((((..............)))))............).))......,-14,-92,0,0.18181818181818182,0.4,0.1,1,0.28888888888888886,0,1,0
1392,...........(.((....((((.........))))(((((....)))))....(((((..............)))))............))).......,-11,-94,0,0.36363636363636365,0.4,0.1,1,0.3111111111111111,0,0,0
1393,..........((.((....((((.........))))(((((....)))))....(((((..............))))).......(...)))))......,86,90,0,0.5454545454545454,0.1,0.1,0,0.4,0,0,1
1394,..........(..((....((((.........))))(((((....)))))....(((((..............)))))............)).)......,-12,-93,0,0.2727272727272727,0.4,0.1,1,0.48888888888888893,0,1,0
1395,..........((.((....((((.........))))((.((....)).))....(((((..............)))))............))))......,-39,-48,0,0.2727272727272727,0.5,0.1,0,0.6666666666666667,0,1,0
1396,..........((.((....((((.........))))(((.(....).)))....(((((..............)))))............))))......,-40,-47,0,0.36363636363636365,0.5,0.1,0,0.6666666666666667,0,0,0
1397,..........((.((....((((.........))))(.(((....))).)....(((((..............)))))............))))......,-38,-49,0,0.18181818181818182,0.5,0.1,0,1.0,0,1,0
1398,..........((.((...(((((.........)))))((((....)))).....(((((..............)))))............))))......,19,37,1,0.09090909090909091,0.1,0.4,1,0.0,1,0,1
1399,..........((.(.....((((.........)))).((((....)))).....(((((..............))))).............)))......,-15,-91,0,0.18181818181818182,0.4,0.4,1,0.6455696202531646,1,1,0
1400,..........((.((....((((.........)))).(((......))).....(((((..............)))))............))))......,-41,-46,0,0.36363636363636365,0.4,0.4,1,0.7721518987341772,0,0,0
